slug,min_precip,max_precip
ribes-roezlii-var-amictum,300,700
ribes-sanguineum,300,800
ribes-sanguineum-var-glutinosum,300,800
ribes-triste,200,1600
ribes-viburnifolium,400,1100
ribes-viscosissimum,300,2200
ribes-viscosissimum-var-hallii,300,2200
robinia-hispida-var-fertilis,800,1600
robinia-neomexicana,200,900
robinia-pseudoacacia,400,1700
robinia-pseudoacacia-var-pyramidalis,400,1700
rorippa-curvisiliqua,300,800
rorippa-sessiliflora,700,1600
rorippa-sinuata,300,1000
rorippa-sylvestris,300,1400
rosa-acicularis,300,1600
rosa-acicularis-ssp-acicularis-var-nipponensis,300,1600
rosa-acicularis-subsp-sayi,300,1600
rosa-acicularis-var-sayana,300,1600
rosa-bridgesii,300,700
rosa-californica,200,1100
rosa-carolina,600,1600
rosa-gymnocarpa,300,700
rosa-gymnocarpa-var-serpentina,300,700
rosa-lucieae,800,1400
rosa-nutkana,1300,3200
rosa-nutkana-var-setosa,1300,3200
rosa-palustris,800,1300
rosa-pisocarpa,300,2700
rosa-pisocarpa-subsp-ahartii,300,2700
rosa-rugosa,800,1600
rosa-rugosa-f-alba,800,1600
rosa-setigera,500,1600
rosa-virginiana,800,1400
rosa-virginiana-var-lamprophylla,800,1400
rosa-woodsii,300,1100
rosa-woodsii-var-arizonica,300,1100
rosa-woodsii-var-ultramontana,300,1100
roystonea-borinquena,700,3900
rubus-allegheniensis,700,1300
rubus-arcticus,200,2100
rubus-arcticus-subsp-acaulis,200,2100
rubus-arcticus-subsp-stellatus,200,2100
rubus-chamaemorus,800,1400
rubus-cuneifolius,900,1300
rubus-flagellaris,300,1100
rubus-hispidus,700,1800
rubus-idaeus,200,2700
rubus-idaeus-subsp-strigosus,200,2700
rubus-leucodermis,600,1600
rubus-leucodermis-var-trinitatis,600,1600
rubus-mercieri,300,700
rubus-nigerrimus,600,1600
rubus-nutkanus,500,1200
rubus-occidentalis,600,1200
rubus-odoratus,800,1400
rubus-ursinus,300,700
rubus-ursinus-ssp-ursinus-var-sirbenus,300,-1
rubus-ursinus-ssp-ursinus-var-ursinus,300,700
rudbeckia-hirta,700,1700
rudbeckia-hirta-var-angustifolia,700,1700
rudbeckia-hirta-var-floridana,700,1700
rudbeckia-hirta-var-pulcherrima,700,1700
rudbeckia-laciniata,300,1400
rudbeckia-laciniata-var-ampla,300,1400
rudbeckia-laciniata-var-bipinnata,300,1400
rudbeckia-laciniata-var-heterophylla,300,1400
rudbeckia-laciniata-var-humilis,300,1400
rudbeckia-maxima,1000,1600
rudbeckia-nitida,200,1100
ruellia-caroliniensis,800,1600
ruellia-caroliniensis-f-breviberbis,800,1600
ruellia-caroliniensis-f-caroliniensis,800,1600
ruellia-caroliniensis-f-laevior,800,1600
ruellia-caroliniensis-ssp-caroliniensis-var-caroliniensis,800,1600
ruellia-caroliniensis-ssp-caroliniensis-var-serrulata,800,1600
ruellia-caroliniensis-ssp-ciliosa-var-cinerascens,800,1600
ruellia-caroliniensis-ssp-ciliosa-var-heteromorpha,800,1600
ruellia-caroliniensis-subsp-ciliosa,800,1600
ruellia-humilis-f-alba,800,1600
ruellia-strepens,1000,1600
ruellia-strepens-f-alba,1000,1600
rumex-arcticus,200,2100
rumex-maritimus,300,1400
rumex-persicarioides-var-fueginus,300,1400
sabal-causiarum,700,1400
sabal-minor,800,2100
sabal-palmetto,700,1800
saccharum-brevibarbe,800,1300
saccharum-giganteum,800,1600
saccharum-officinarum,1000,2100
sacciolepis-striata,500,2100
sagina-saginoides,400,800
salicornia-rubra,200,400
salicornia-virginica,1000,1600
salvia-azurea,400,700
salvia-dorrii,200,400
salvia-dorrii-ssp-dorrii-var-clokeyi,200,400
salvia-dorrii-ssp-dorrii-var-dorrii,200,400
salvia-dorrii-ssp-dorrii-var-incana,200,400
salvia-dorrii-ssp-dorrii-var-pilosa,200,400
salvia-dorrii-subsp-mearnsii,200,400
salvia-dorrii-var-incana,200,400
salvia-rosmarinus,300,1200
sambucus-canadensis,800,1600
sambucus-cerulea,200,1600
sambucus-racemosa,600,1600
saponaria-officinalis,800,1200
sarcobatus-baileyi,100,400
sarcobatus-vermiculatus,100,400
sassafras-albidum,700,2100
saxifraga-ferruginea-var-foliacea,700,1600
saxifraga-ferruginea-var-macounii,700,1600
saxifraga-ferruginea-var-newcombei,700,1600
schefflera-morototonii,1500,5100
schinus-terebinthifolia-var-raddianus,600,1100
schinus-terebinthifolia-var-rhoifolius,600,1100
schinus-terebinthifolius,600,1100
schizachyrium-scoparium,400,1200
schizachyrium-tenerum,800,1600
schljakovianthus-quadrilobus,900,1400
schoenoplectus-acutus,300,1600
schoenoplectus-californicus,1000,1600
schoenoplectus-heterochaetus,400,1600
schoenoplectus-pungens,300,1600
schoenoplectus-tabernaemontani,400,1400
scirpus-atrovirens,400,1600
scirpus-cyperinus,1000,1600
scirpus-georgianus,800,1400
scirpus-pallidus,400,800
scirpus-pedicellatus,1000,1600
scirpus-pendulus,700,1400
scolochloa-festucacea,300,900
scutia-spicata-var-pauciflora,200,1100
secale-cereale,200,1300
senecio-hydrophiloides,300,700
senecio-integerrimus-var-exaltatus,200,700
senecio-integerrimus-var-integerrimus,200,700
senecio-integerrimus-var-major,200,700
senecio-integerrimus-var-ochroleucus,200,700
senecio-integerrimus-var-scribneri,200,700
senecio-triangularis,300,1600
senecio-vulgaris,400,1400
senecio-vulgaris-subsp-denticulatus,400,1400
senegalia-greggii,0,600
senna-gaudichaudii,700,2100
senna-marilandica,500,1600
sequoia-sempervirens,500,5100
sequoiadendron-giganteum,800,1400
serenoa-repens,800,2100
sesbania-cannabina,500,2300
sesbania-grandiflora,700,1600
sesbania-tomentosa,500,1100
setaria-italica,600,1600
setaria-italica-var-metzgeri,600,1600
setaria-pumila-subsp-pallidefusca,600,1600
setaria-vulpiseta,300,700
shepherdia-canadensis,300,800
sidalcea-neomexicana,200,800
sidalcea-oregana,200,800
sidalcea-oregana-ssp-oregana-var-calva,200,800
sidalcea-oregana-ssp-oregana-var-maxima,200,800
sidalcea-oregana-ssp-oregana-var-nevadensis,200,-1
sidalcea-oregana-ssp-oregana-var-oregana,200,800
sidalcea-oregana-ssp-oregana-var-procera,200,-1
sidalcea-oregana-subsp-eximia,200,800
sidalcea-oregana-subsp-hydrophila,200,800
sidalcea-oregana-subsp-spicata,200,800
sidalcea-oregana-subsp-valida,200,800
sideroxylon-lycioides,800,1300
sideroxylon-reclinatum,1000,1800
silphium-perfoliatum,400,1300
silphium-perfoliatum-var-connatum,400,1300
simmondsia-chinensis,0,300
sisyrinchium-angustifolium,800,1600
sisyrinchium-demissum,800,1400
sisyrinchium-idahoense,200,900
sisyrinchium-idahoense-var-macounii,200,900
sisyrinchium-idahoense-var-occidentale,200,900
sisyrinchium-idahoense-var-segetum,200,900
sloanea-berteriana,800,7100
solanum-lycopersicum,1500,2100
solidago-altissima-subsp-altissima,400,1400
solidago-caesia,800,1300
solidago-canadensis,400,1600
solidago-canadensis-var-hargeri,400,1600
solidago-fistulosa,1000,1700
solidago-flexicaulis,500,1400
solidago-gigantea,300,1300
solidago-lepida,400,1600
solidago-lepida-var-salebrosa,400,1600
solidago-missouriensis,300,900
solidago-multiradiata-subsp-multiradiata,200,2600
solidago-multiradiata-subsp-scopulorum,200,2600
solidago-nemoralis,300,1200
solidago-nemoralis-subsp-decemflora,300,1200
solidago-patula,500,1600
solidago-rigida,800,1600
solidago-rigida-subsp-glabrata,800,1600
solidago-rigida-subsp-humilis,800,1600
solidago-rugosa,600,1600
solidago-rugosa-subsp-villosa,600,1600
solidago-rugosa-var-aspera,600,1600
solidago-rugosa-var-sphagnophila,600,1600
solidago-sempervirens,800,1600
solidago-uliginosa,900,1400
sophora-chrysophylla,1000,3900
sorbus-americana,600,1600
sorbus-aucuparia,700,1600
sorbus-decora,400,1300
sorbus-scopulina,200,1600
sorghastrum-nutans,400,900
sorghum-arundinaceum,400,1600
sorghum-bicolor-subsp-arundinaceum,400,1600
sorghum-bicolor-subsp-bicolor,400,1600
sorghum-bicolor-var-bicolor-×-bicolor-var-sudanense,400,1600
sorghum-halepense,800,1600
sorghum-virgatum,400,1600
sorghum-x-drummondii,400,1100
sparganium-americanum,800,1300
sparganium-eurycarpum,200,1300
sphaeralcea-ambigua,100,400
sphaeralcea-ambigua-var-rosacea,100,400
sphaeralcea-ambigua-var-rugosa,100,400
sphaeralcea-coccinea,100,900
sphaeralcea-coccinea-var-elata,100,900
sphaeralcea-grossulariifolia,200,400
sphaeralcea-munroana,200,500
sphenopholis-intermedia,200,1600
sphenopholis-obtusata,200,1600
spinulum-annotinum-subsp-annotinum,800,1600
spiraea-alba,400,1400
spiraea-alba-var-latifolia,400,1400
spiraea-betulifolia,300,700
spiraea-betulifolia-var-corymbosa,300,700
spiraea-betulifolia-var-lucida,300,700
spiraea-douglasii,400,1300
spiraea-douglasii-subsp-menziesii,400,1300
spiraea-japonica-var-fortunei,800,1600
spiraea-prunifolia,800,1600
spiraea-rosthornii,800,1400
spiraea-tomentosa,700,1600
spiraea-trilobata,800,1600
spiranthes-cernua,600,1400
spiranthes-incurva,600,1400
spiranthes-romanzoffiana,300,1400
spirodela-polyrrhiza,300,1400
spondias-mombin,700,3100
spondias-radlkoferi,700,3100
spondias-venulosa,700,3100
sporobolus-airoides,100,400
sporobolus-compositus,400,1300
sporobolus-cryptandrus,200,500
sporobolus-flexuosus,100,500
sporobolus-heterolepis,500,900
sporobolus-interruptus,100,600
sporobolus-pungens,700,1600
sporobolus-virginicus,500,1100
sporobolus-wrightii,100,600
stachys-angustifolia,700,1400
stachys-palustris,300,1400
stachys-pilosa,300,1400
stachys-pilosa-var-arenicola,300,1400
stenotaphrum-secundatum,1000,1600
stenotus-acaulis,700,1600
stenotus-armerioides,300,600
stipa-lettermanii,100,600
stipa-nelsonii,100,600
stipa-thurberiana,100,500
stuckenia-filiformis,800,1600
stuckenia-filiformis-subsp-alpinus,800,1600
stuckenia-pectinatus,300,1600
styrax-americanus,400,1800
styrax-grandifolius,800,1900
swietenia-macrophylla,700,2600
swietenia-mahagoni,500,900
symphoricarpos-albus,300,1200
symphoricarpos-occidentalis,300,1200
symphoricarpos-orbiculatus,300,1600
symphoricarpos-rotundifolius,300,1100
symphoricarpos-rotundifolius-var-parishii,300,1100
symphyotrichum-chilense,200,600
symphyotrichum-foliaceum,300,1200
symphyotrichum-laeve,500,900
symphyotrichum-lanceolatum-ssp-hesperium-var-hesperium,300,900
symphyotrichum-lanceolatum-ssp-lanceolatum-var-hirsuticaule,200,500
symphyotrichum-lateriflorum,600,1600
symphyotrichum-novi-belgii-var-novi-belgii,1000,1600
symphyotrichum-patens,700,1400
symphyotrichum-pilosum,700,1300
symphyotrichum-prenanthoides,700,1300
symphyotrichum-puniceum,400,700
symphyotrichum-subspicatum,400,1700
symphyotrichum-subulatum,400,1300
symplocarpus-foetidus,1000,1600
symplocos-tinctoria,1000,2600
syringa-villosa,600,1300
syringa-vulgaris,700,1300
syzygium-cumini,800,5100
tabebuia-heterophylla,800,3400
tabebuia-pallida,800,3400
tamarindus-indica,900,2100
taraxacum-almaatense,300,1400
taraxacum-ceratophorum,300,1400
taraxacum-mexicanum,300,1400
taraxacum-officinale,300,1400
taraxacum-officinale-var-palustre,300,1400
taraxacum-subspathulatum,300,1400
taxodium-distichum,1000,1700
taxodium-distichum-var-imbricarium,1000,1700
taxodium-mucronatum,1000,1700
taxus-brevifolia,600,1600
taxus-canadensis,300,1300
taxus-cuspidata,800,1300
taxus-x-media,800,1600
tecoma-stans,200,1100
tecoma-stans-var-angustata,200,-1
tecoma-stans-var-velutina,200,1100
terminalia-catappa,500,2600
tetradymia-canescens,100,300
tetradymia-glabrata,0,300
tetradymia-spinosa,200,400
tetraneuris-acaulis-var-caespitosa,800,1400
teucrium-canadense,500,1600
teucrium-canadense-var-hypoleucum,500,1600
teucrium-canadense-var-occidentale,500,1600
teucrium-canadense-var-virginicum,500,1600
thamnosma-montana,100,300
thelypteris-noveboracensis,700,1600
thermopsis-californica-var-semota,200,400
thermopsis-macrophylla,200,400
thespesia-grandiflora,1200,2500
thespesia-populnea,500,2600
thinopyrum-intermedium,300,800
thinopyrum-intermedium-subsp-barbulatum,300,800
thuja-occidentalis,800,1400
thuja-plicata,700,3100
tilesia-baccata,500,1100
tilia-americana,500,2100
tilia-cordata,700,1600
tillandsia-usneoides,1000,2000
torenia-crustacea,500,11500
torreya-taxifolia,700,1600
trachelospermum-jasminoides,700,1600
tradescantia-virginiana,600,1400
tragopogon-dubius,100,1100
tragopogon-dubius-subsp-major,100,1100
trema-micrantha,700,1800
trichilia-hirta,700,1800
tricholaena-monachne,400,1000
trichophorum-caespitosum-var-callosum,300,1400
trichophorum-cespitosum,300,1400
tridens-flavus,400,1600
tridens-strictus,800,1400
trifolium-alexandrinum,300,1300
trifolium-ambiguum,800,1600
trifolium-fragiferum,500,1300
trifolium-fragiferum-subsp-bonannii,500,1300
trifolium-hirtum,300,1200
trifolium-hybridum,600,1600
trifolium-hybridum-subsp-elegans,600,1600
trifolium-longipes,400,1800
trifolium-longipes-subsp-atrorubens,400,1800
trifolium-longipes-subsp-elmeri,400,1800
trifolium-longipes-subsp-hansenii,400,1800
trifolium-longipes-subsp-multipedunculatum,400,1800
trifolium-longipes-subsp-oreganum,400,1800
trifolium-longipes-subsp-pedunculatum,400,1800
trifolium-longipes-subsp-pendunculatum,400,1800
trifolium-longipes-subsp-pygmaeum,400,1800
trifolium-longipes-subsp-reflexum,400,1800
trifolium-longipes-subsp-shastense,400,1800
trifolium-macrocephalum,200,600
trifolium-medium,800,1700
trifolium-mucronatum-subsp-lacerum,200,1600
trifolium-nigrescens,700,1800
trifolium-nigrescens-subsp-petrisavii,700,1800
trifolium-pinetorum,200,1600
trifolium-pratense,900,1300
trifolium-pratense-var-frigidum,900,1300
trifolium-repens,1000,2600
trifolium-repens-subsp-prostratum,1000,2600
trifolium-rusbyi,400,1800
trifolium-rusbyi-subsp-caurinum,400,1800
trifolium-rusbyi-subsp-multipedunculatum,400,1800
trifolium-rusbyi-subsp-neurophyllum,400,1800
trifolium-rusbyi-subsp-oreganum,400,1800
trifolium-rusbyi-subsp-reflexum,400,1800
trifolium-rusbyi-subsp-shastense,400,1800
trifolium-siskiyouense,200,1600
trifolium-subterraneum,400,1200
trifolium-subterraneum-subsp-brachycalycinum,400,1200
trifolium-vesiculosum,800,1800
trifolium-wormskioldii,200,1600
tripsacum-dactyloides,400,1600
trisetum-canescens,500,1100
trisetum-spicatum,300,1300
triteleia-grandiflora,500,1100
triticum-aestivum,200,2600
triticum-aestivum-subsp-spelta,200,2600
tsuga-canadensis,800,1400
tsuga-caroliniana,800,1600
tsuga-heterophylla,900,3900
tsuga-mertensiana,1000,3600
typha-angustifolia,700,1600
typha-latifolia,300,4600
ulmus-alata,1000,1800
ulmus-americana,300,1800
ulmus-crassifolia,500,1800
ulmus-parvifolia,400,1400
ulmus-pumila,400,1300
ulmus-rubra,500,2200
ulmus-serotina,1000,1600
ulmus-thomasii,500,1600
umbellularia-californica,300,2200
uniola-paniculata,800,1700
urochloa-brizantha,300,1300
urochloa-mutica,700,5100
urochloa-platyphylla,1000,1600
utricularia-minor,200,1600
vaccinium-angustifolium,800,1300
vaccinium-arboreum,800,1600
vaccinium-cespitosum,400,1800
vaccinium-corymbosum,800,1300
vaccinium-membranaceum,200,1300
vaccinium-ovalifolium,600,1300
vaccinium-ovatum,500,1200
vaccinium-parvifolium,400,1300
vaccinium-scoparium,400,1800
vaccinium-stamineum,700,1700
vaccinium-uliginosum,400,1200
vaccinium-vitis-idaea,200,7100
vaccinium-vitis-idaea-var-punctatum,200,7100
vachellia-constricta,100,600
valeriana-occidentalis,300,700
veratrum-californicum,400,800
veratrum-californicum-var-caudatum,400,800
verbesina-encelioides,200,600
vernonia-missurica,800,1400
vernonia-noveboracensis,1000,1600
veronica-americana,400,1600
veronica-wormskjoldii,800,1400
viburnum-acerifolium,800,1300
viburnum-dentatum,800,2600
viburnum-edule,200,4600
viburnum-lantana,800,1600
viburnum-lantana-var-glabratum,800,1600
viburnum-lantanoides,700,1300
viburnum-lentago,900,1600
viburnum-obovatum,800,2300
viburnum-opulus,700,1300
viburnum-prunifolium,800,1300
viburnum-rafinesqueanum,700,1200
viburnum-rafinesquianum,700,1200
viburnum-sargentii,700,1300
vicia-americana,200,1300
vicia-cracca,800,1600
vicia-cracca-subsp-incana,800,1600
vicia-cracca-var-angustissima,800,1600
vicia-grandiflora,800,1500
vicia-lutea,800,1500
vicia-lutea-subsp-vestita,800,1500
vicia-mulleriana,200,1300
vicia-tenuifolia,800,1600
vicia-tenuifolia-subsp-dalmatica,800,1600
vicia-villosa,400,1700
vicia-villosa-subsp-ambigua,400,1700
vicia-villosa-subsp-eriocarpa,400,1700
vicia-villosa-subsp-varia,300,1000
vicoa-indica,200,500
vigna-radiata,800,1500
vigna-radiata-var-setulosa,800,1500
vigna-unguiculata,300,3900
vigna-unguiculata-subsp-dekindtiana,300,3900
vigna-unguiculata-subsp-sesquipedalis,300,3900
vigna-unguiculata-subsp-stenophylla,300,3900
vinca-minor,700,1600
vitis-aestivalis,700,1400
vitis-aestivalis-var-lincecumii,700,1400
vitis-cinerea,800,1400
vitis-cinerea-var-baileyana,800,1400
vitis-cinerea-var-floridana,800,1400
vitis-cinerea-var-tomentosa,800,1400
vitis-palmata,800,1400
vitis-rotundifolia,800,1400
vitis-rotundifolia-var-munsoniana,800,1400
vitis-vulpina,800,1400
vulpia-myuros,100,500
wisteria-frutescens,1000,1600
wyethia-amplexicaulis,300,600
wyethia-mollis,200,500
xerophyllum-tenax,400,1800
yucca-aloifolia,700,2000
yucca-baccata,100,900
yucca-baccata-var-brevifolia,100,900
yucca-elata,200,400
yucca-elata-var-verdiensis,200,400
yucca-glauca,100,1600
zea-mays,500,1300
zea-mays-ssp-parviglumis-var-huehuetenangensis,500,1300
zea-mays-subsp-parviglumis,500,1300
zea-mexicana,500,1300
zelkova-serrata,500,1800
zenobia-pulverulenta,800,1800
zizania-aquatica,700,1300
zizania-aquatica-var-interior,700,1300
zizania-palustris,700,1300
zizaniopsis-miliacea,800,1800
zornia-apiculata,800,1600
zoysia-japonica,800,1600
zoysia-matrella,600,1600
zoysia-matrella-var-pacifica,600,1600
